time,Bz,Dens,Speed,Temp,Pdyn,Kp,Scalar_B,BZ_omni,flux,N_thermal,N_scint,N_rad,N_total_raw,N_total,storm_flag,SNR_lin,SNR_dB,SNR_dB_ml,data_loss_pct,storm_risk
2026-03-27 12:33:00,-3.27,0.26,420.58,33438.0,0.07680456830488,,5.0,,0.0,4.616612521176e-12,4.5990759464e-14,0.0,4.66260328064e-12,4.66260328064e-12,False,0.21447246094305014,-6.68628464916531,-6.6914523889854545,35.68995817387396,LOW
2026-03-27 12:34:00,-3.34,0.26,423.62,38865.0,0.07791888529048001,,5.0,,0.0,5.365890472979999e-12,4.6658015144000005e-14,0.0,5.412548488123999e-12,5.412548488123999e-12,False,0.18475585063009795,-7.334017999905887,-7.332188167554088,42.54315126417683,LOW
2026-03-27 12:35:00,-3.56,0.2,419.15,28914.0,0.058679365315,,5.0,,0.0,3.9920071307279996e-12,3.5137344500000004e-14,0.0,4.027144475228e-12,4.027144475228e-12,False,0.24831490554939287,-6.04997210354584,-6.066906698921838,29.527677807269875,NONE
2026-03-27 12:36:00,-2.83,0.17,416.12,24145.0,0.04915894706416001,,5.0,,0.0,3.3335758515399995e-12,2.943649524800001e-14,0.0,3.3630123467879995e-12,3.3630123467879995e-12,False,0.29735246168664714,-5.267284617636556,-5.299790382500772,22.880090976554474,NONE
2026-03-27 12:37:00,-2.77,0.25,419.01,29031.0,0.07330021619174999,,5.0,,0.0,4.008160718412e-12,4.3892345024999996e-14,0.0,4.052053063437e-12,4.052053063437e-12,False,0.24678847595144474,-6.076751240048731,-6.08994128433025,29.743829915636347,NONE
2026-03-27 12:38:00,-3.25,0.36,420.19,37936.0,0.10614765322332001,,5.0,,0.0,5.237628225471999e-12,6.3561468996e-14,0.0,5.301189694467999e-12,5.301189694467999e-12,False,0.18863690183423157,-7.243733450275407,-7.241852855192118,41.552621730203164,LOW
2026-03-27 12:39:00,-3.55,0.25,412.07,39622.0,0.07089220344575001,,5.0,,0.0,5.470405565944e-12,4.2450421225000004e-14,0.0,5.5128559871689994e-12,5.5128559871689994e-12,False,0.18139418158708823,-7.413766475137801,-7.412391677550461,43.42765662900962,LOW
2026-03-27 12:40:00,-3.66,0.15,411.69,30176.0,0.04245690835305,,5.0,,0.0,4.166244973952e-12,2.5423298415e-14,0.0,4.191668272367e-12,4.191668272367e-12,False,0.23856849708083133,-6.223869053733111,-6.239287677144818,31.167062065479158,LOW
2026-03-27 12:41:00,-4.02,0.18,415.56,57891.0,0.05191064814816001,,5.0,,0.0,7.992712347132e-12,3.1084220448000005e-14,0.0,8.02379656758e-12,8.02379656758e-12,False,0.12462928136045738,-9.043799092075975,-9.034630881008463,61.433799274142686,MODERATE
2026-03-27 12:42:00,-3.48,1.07,430.33,40963.0,0.33090512681341,,5.0,,0.0,5.655550532475999e-12,1.9814678252300002e-13,0.0,5.853697314998999e-12,5.853697314998999e-12,False,0.1708322016305298,-7.6743026202939655,-7.65288255731228,46.1028495376825,LOW
2026-03-27 12:43:00,-3.26,0.38,427.78,58957.0,0.11612908924263998,,5.0,,0.0,8.139889479363999e-12,6.953837679199998e-14,0.0,8.209427856155999e-12,8.209427856155999e-12,False,0.12181116851524929,-9.143128906672134,-9.14085015158165,62.55990920474342,MODERATE
2026-03-27 12:44:00,-3.32,0.15,418.3,51489.0,0.043831209945000005,,5.0,,0.0,7.108821164627999e-12,2.6246233500000005e-14,0.0,7.135067398127999e-12,7.135067398127999e-12,False,0.1401528456847326,-8.53398079832843,-8.522198255045915,55.84784530150707,MODERATE
2026-03-27 12:45:00,-2.77,0.19,418.3,51489.0,0.05551953259700001,,5.0,,0.0,7.108821164627999e-12,3.324522910000001e-14,0.0,7.142066393727999e-12,7.142066393727999e-12,False,0.14001550039890098,-8.538238831426323,-8.527580774567006,55.90756185428668,MODERATE
2026-03-27 12:46:00,-3.32,0.17,411.2,25389.0,0.04800335641600001,,5.0,,0.0,3.5053285274279996e-12,2.8744524800000005e-14,0.0,3.5340730522279995e-12,3.5340730522279995e-12,False,0.2829596290799835,-5.482755224915165,-5.511720868916861,24.606218381345005,NONE
2026-03-27 12:47:00,-3.3,0.22,419.76,48778.0,0.06473531332224,,5.0,,0.0,6.7345273508559995e-12,3.8763660672e-14,0.0,6.773291011528e-12,6.773291011528e-12,False,0.14763871776630014,-8.307997352823852,-8.299842335678603,53.36811787249738,LOW
2026-03-27 12:48:00,-3.29,0.24,421.22,55440.0,0.07111245639072,,5.0,,0.0,7.65431539488e-12,4.2582309216000006e-14,0.0,7.696897704096e-12,7.696897704096e-12,False,0.12992247506002808,-8.863157145909396,-8.855398237156482,59.50614153967407,MODERATE
2026-03-27 12:49:00,-3.6,0.21,416.83,47678.0,0.060933160189229986,,5.0,,0.0,6.582656013655999e-12,3.6486922269e-14,0.0,6.6191429359249985e-12,6.6191429359249985e-12,False,0.15107696112325364,-8.20801759485732,-8.200415807525687,52.253150834347785,LOW
2026-03-27 12:50:00,-3.29,0.17,410.53,42780.0,0.04784705268751001,,5.0,,0.0,5.90641436856e-12,2.8650929753e-14,0.0,5.935065298313e-12,5.935065298313e-12,False,0.16849014286064265,-7.734255014778063,-7.727922767606589,46.94294901657358,LOW
2026-03-27 12:51:00,-3.67,0.27,409.9,39945.0,0.075759320709,,5.0,,0.0,5.515000513139999e-12,4.53648627e-14,0.0,5.560365375839999e-12,5.560365375839999e-12,False,0.17984429662572865,-7.451033303406012,-7.449785599574112,43.84151753942874,LOW
2026-03-27 12:52:00,-3.71,0.43,423.54,49244.0,0.12881718110196003,,5.0,,0.0,6.798865571888e-12,7.713603658800001e-14,0.0,6.876001608476e-12,6.876001608476e-12,False,0.14543335748602892,-8.37335969607826,-8.369350780094157,54.14565700216453,LOW
2026-03-27 12:53:00,-3.58,0.21,419.69,49881.0,0.06177219142227,,5.0,,0.0,6.886812882611999e-12,3.6989336181e-14,0.0,6.923802218792999e-12,6.923802218792999e-12,False,0.1444293133165676,-8.40344653583248,-8.395112450791514,54.43334193045063,LOW
2026-03-27 12:54:00,-3.16,0.22,421.53,50318.0,0.06528240252666,,5.0,,0.0,6.947147222935999e-12,3.909125899799999e-14,0.0,6.986238481933999e-12,6.986238481933999e-12,False,0.1431385433786638,-8.44243406612277,-8.433675602780603,54.863424987661645,LOW
2026-03-27 12:55:00,-3.16,0.2,416.42,43975.0,0.05791747587760001,,5.0,,0.0,6.071401866699999e-12,3.468112328e-14,0.0,6.106082989979999e-12,6.106082989979999e-12,False,0.16377111179801956,-7.857627026559668,-7.8510973806769355,48.325472014287875,LOW
2026-03-27 12:56:00,-3.02,0.15,426.95,49955.0,0.04566271877625,,5.0,,0.0,6.897029681659999e-12,2.7342945375e-14,0.0,6.9243726270349994e-12,6.9243726270349994e-12,False,0.14441741567975058,-8.403804308831205,-8.39217642548057,54.400569408623845,LOW
2026-03-27 12:57:00,-3.32,0.25,445.77,54774.5,0.08296179778575,,5.0,,0.0,7.562433235873999e-12,4.9677723224999995e-14,0.0,7.612110959098999e-12,7.612110959098999e-12,False,0.13136960369773226,-8.815051102210251,-8.805282934392068,58.96157942463241,MODERATE
2026-03-27 12:58:00,-3.22,0.2,427.7,59594.0,0.06109771486,,5.0,,0.0,8.227836790088e-12,3.6585458e-14,0.0,8.264422248088e-12,8.264422248088e-12,False,0.12100059386865827,-9.172124981691008,-9.163385699729869,62.797132381236814,MODERATE
2026-03-27 12:59:00,-3.44,0.33,420.61,64522.0,0.09749662870431001,,5.0,,0.0,8.908220380743998e-12,5.838121479300001e-14,0.0,8.966601595536997e-12,8.966601595536997e-12,False,0.11152497290587063,-9.526278735948175,-9.526920011467274,66.53246156215336,MODERATE
2026-03-27 13:00:00,-3.44,0.25,413.63,38932.0,0.07142998185575,,5.0,,0.0,5.375140818064e-12,4.2772444225000004e-14,0.0,5.417913262289e-12,5.417913262289e-12,False,0.1845729068718078,-7.338320479450649,-7.337396773711382,42.60045477174838,LOW
2026-03-27 13:01:00,-3.61,0.25,411.52,41714.0,0.070703086592,,5.0,,0.0,5.759237236328e-12,4.2337177599999996e-14,0.0,5.801574413928e-12,5.801574413928e-12,False,0.17236700396348834,-7.635458670964706,-7.632361386617076,45.87347306595537,LOW
2026-03-27 13:02:00,-3.83,0.36,424.13,81806.0,0.10814761764828001,,5.0,,0.0,1.1294533282712e-11,6.4759052484e-14,0.0,1.1359292335195999e-11,1.1359292335195999e-11,False,0.08803365302093402,-10.553512764020741,-10.574170577896155,76.10376385757714,MODERATE
2026-03-27 13:03:00,-3.87,0.34,416.83,62269.0,0.09865368792542001,,5.0,,0.0,8.597160269187999e-12,5.9074064626e-14,0.0,8.656234333814e-12,8.656234333814e-12,False,0.1155236747801157,-9.373290047524225,-9.373709521605232,64.98020665463524,MODERATE
2026-03-27 13:04:00,-3.91,0.27,407.35,32158.0,0.07481965074525002,,5.0,,0.0,4.439889510616e-12,4.480218607500001e-14,0.0,4.484691696691e-12,4.484691696691e-12,False,0.22298076827395813,-6.517325925243519,-6.526651076261058,34.00644510289334,LOW
